ID,WP Module,Data items,Units,City/Pilot,Stream,{Sensor},Zaanstad csv NPO Description
209,De-centralized data,Room temperature D4.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_D4_04,room_temperature_D4_04,Ruimte temperatuur D4.04
210,De-centralized data,Room temperature D4.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_D4_05,room_temperature_D4_05,Ruimte temperatuur D4.05
211,De-centralized data,Room temperature D4.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_D4_06,room_temperature_D4_06,Ruimte temperatuur D4.06
212,De-centralized data,Room temperature D4.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_D4_07,room_temperature_D4_07,Ruimte temperatuur D4.07
213,De-centralized data,Room temperature D4.19 Window Zone West,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_D4_19_windowzonewest,room_temperature_D4_19_windowzonewest,Ruimte temperatuur D4.19 Raamzone West
214,De-centralized data,Room temperature D4.20 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_D4_20_Club,room_temperature_D4_20_Club,Ruimte temperatuur D4.20 Club
215,De-centralized data,Room temperature Section Chair,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_Section_Chair,room_temperature_Section_Chair,Ruimte temperatuur Deelstoel
216,De-centralized data,Room temperature E0.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E0_03,room_temperature_E0_03,Ruimte temperatuur E0.03
217,De-centralized data,Room temperature E0.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E0_04,room_temperature_E0_04,Ruimte temperatuur E0.04
218,De-centralized data,Room temperature E0.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E0_05,room_temperature_E0_05,Ruimte temperatuur E0.05
219,De-centralized data,Room temperature E0.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E0_06,room_temperature_E0_06,Ruimte temperatuur E0.06
220,De-centralized data,Room temperature E0.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E0_07,room_temperature_E0_07,Ruimte temperatuur E0.07
221,De-centralized data,Room temperature E0.09 Window Zone East,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E0_09_windowzoneeast,room_temperature_E0_09_windowzoneeast,Ruimte temperatuur E0.09 Raamzone Oost
222,De-centralized data,Room temperature E0.10 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E0_10_Club,room_temperature_E0_10_Club,Ruimte temperatuur E0.10 Club
223,De-centralized data,Room temperature E1.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E1_03,room_temperature_E1_03,Ruimte temperatuur E1.03
224,De-centralized data,Room temperature E1.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E1_04,room_temperature_E1_04,Ruimte temperatuur E1.04
225,De-centralized data,Room temperature E1.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E1_05,room_temperature_E1_05,Ruimte temperatuur E1.05
226,De-centralized data,Room temperature E1.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E1_06,room_temperature_E1_06,Ruimte temperatuur E1.06
227,De-centralized data,Room temperature E1.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E1_07,room_temperature_E1_07,Ruimte temperatuur E1.07
228,De-centralized data,Room temperature E1.11 Window Zone East,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E1_11_windowzoneeast,room_temperature_E1_11_windowzoneeast,Ruimte temperatuur E1.11 Raamzone Oost
229,De-centralized data,Room temperature E1.12 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E1_12_Club,room_temperature_E1_12_Club,Ruimte temperatuur E1.12 Club
230,De-centralized data,Room temperature E2.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E2_03,room_temperature_E2_03,Ruimte temperatuur E2.03
231,De-centralized data,Room temperature E2.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E2_04,room_temperature_E2_04,Ruimte temperatuur E2.04
232,De-centralized data,Room temperature E2.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E2_05,room_temperature_E2_05,Ruimte temperatuur E2.05
233,De-centralized data,Room temperature E2.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E2_06,room_temperature_E2_06,Ruimte temperatuur E2.06
234,De-centralized data,Room temperature E2.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E2_07,room_temperature_E2_07,Ruimte temperatuur E2.07
235,De-centralized data,Room temperature E2.12 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E2_12_Club,room_temperature_E2_12_Club,Ruimte temperatuur E2.12 Club
236,De-centralized data,Room temperature E3.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E3_03,room_temperature_E3_03,Ruimte temperatuur E3.03
237,De-centralized data,Room temperature E3.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E3_04,room_temperature_E3_04,Ruimte temperatuur E3.04
238,De-centralized data,Room temperature E3.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E3_05,room_temperature_E3_05,Ruimte temperatuur E3.05
239,De-centralized data,Room temperature E3.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E3_06,room_temperature_E3_06,Ruimte temperatuur E3.06
240,De-centralized data,Room temperature E3.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E3_07,room_temperature_E3_07,Ruimte temperatuur E3.07
241,De-centralized data,Room temperature E3.45 Window Zone East,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E3_45_windowzoneeast,room_temperature_E3_45_windowzoneeast,Ruimte temperatuur E3.45 Raamzone Oost
242,De-centralized data,Room temperature E4.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E4_03,room_temperature_E4_03,Ruimte temperatuur E4.03
243,De-centralized data,Room temperature E4.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E4_04,room_temperature_E4_04,Ruimte temperatuur E4.04
244,De-centralized data,Room temperature E4.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E4_05,room_temperature_E4_05,Ruimte temperatuur E4.05
245,De-centralized data,Room temperature E4.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E4_06,room_temperature_E4_06,Ruimte temperatuur E4.06
246,De-centralized data,Room temperature E4.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E4_07,room_temperature_E4_07,Ruimte temperatuur E4.07
247,De-centralized data,Room temperature E4.11 Window Zone East,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_E4_11_windowzoneeast,room_temperature_E4_11_windowzoneeast,Ruimte temperatuur E4.11 Raamzone Oost
248,De-centralized data,Room temperature F0.03 Dynamic archive,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F0_03_Dynamic_archive,room_temperature_F0_03_Dynamic_archive,Ruimte temperatuur F0.03 Dynamisch archief
249,De-centralized data,Room temperature F0.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F0_05,room_temperature_F0_05,Ruimte temperatuur F0.05
250,De-centralized data,Room temperature F0.09 Window Zone West,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F0_09_windowzonewest,room_temperature_F0_09_windowzonewest,Ruimte temperatuur F0.09 Raamzone West
251,De-centralized data,Room temperature F0.10 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F0_10_Club,room_temperature_F0_10_Club,Ruimte temperatuur F0.10 Club
252,De-centralized data,Room temperature F1.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F1_03,room_temperature_F1_03,Ruimte temperatuur F1.03
253,De-centralized data,Room temperature F1.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F1_04,room_temperature_F1_04,Ruimte temperatuur F1.04
254,De-centralized data,Room temperature F1.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F1_05,room_temperature_F1_05,Ruimte temperatuur F1.05
255,De-centralized data,Room temperature F1.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F1_06,room_temperature_F1_06,Ruimte temperatuur F1.06
256,De-centralized data,Room temperature F1.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F1_07,room_temperature_F1_07,Ruimte temperatuur F1.07
257,De-centralized data,Room temperature F1.09 Window Zone West,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F1_09_windowzonewest,room_temperature_F1_09_windowzonewest,Ruimte temperatuur F1.09 Raamzone West
258,De-centralized data,Room temperature F1.15 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F1_15_Club,room_temperature_F1_15_Club,Ruimte temperatuur F1.15 Club
259,De-centralized data,Room temperature F2.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F2_03,room_temperature_F2_03,Ruimte temperatuur F2.03
260,De-centralized data,Room temperature F2.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F2_04,room_temperature_F2_04,Ruimte temperatuur F2.04
261,De-centralized data,Room temperature F2.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F2_05,room_temperature_F2_05,Ruimte temperatuur F2.05
262,De-centralized data,Room temperature F2.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F2_06,room_temperature_F2_06,Ruimte temperatuur F2.06
263,De-centralized data,Room temperature F2.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F2_07,room_temperature_F2_07,Ruimte temperatuur F2.07
264,De-centralized data,Room temperature F2.09 Window Zone West,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F2_09_windowzonewest,room_temperature_F2_09_windowzonewest,Ruimte temperatuur F2.09 Raamzone West
265,De-centralized data,Room temperature F2.15 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F2_15_Club,room_temperature_F2_15_Club,Ruimte temperatuur F2.15 Club
266,De-centralized data,Room temperature F3.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F3_03,room_temperature_F3_03,Ruimte temperatuur F3.03
267,De-centralized data,Room temperature F3.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F3_04,room_temperature_F3_04,Ruimte temperatuur F3.04
268,De-centralized data,Room temperature F3.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F3_05,room_temperature_F3_05,Ruimte temperatuur F3.05
269,De-centralized data,Room temperature F3.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F3_06,room_temperature_F3_06,Ruimte temperatuur F3.06
270,De-centralized data,Room temperature F3.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F3_07,room_temperature_F3_07,Ruimte temperatuur F3.07
271,De-centralized data,Room temperature F3.09 Window Zone West,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F3_09_windowzonewest,room_temperature_F3_09_windowzonewest,Ruimte temperatuur F3.09 Raamzone West
272,De-centralized data,Room temperature F3.15 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F3_15_Club,room_temperature_F3_15_Club,Ruimte temperatuur F3.15 Club
273,De-centralized data,Room temperature F4.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F4_03,room_temperature_F4_03,Ruimte temperatuur F4.03
274,De-centralized data,Room temperature F4.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F4_04,room_temperature_F4_04,Ruimte temperatuur F4.04
275,De-centralized data,Room temperature F4.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F4_05,room_temperature_F4_05,Ruimte temperatuur F4.05
276,De-centralized data,Room temperature F4.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F4_06,room_temperature_F4_06,Ruimte temperatuur F4.06
277,De-centralized data,Room temperature F4.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F4_07,room_temperature_F4_07,Ruimte temperatuur F4.07
278,De-centralized data,Room temperature F4.09 Window Zone West,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F4_09_windowzonewest,room_temperature_F4_09_windowzonewest,Ruimte temperatuur F4.09 Raamzone West
279,De-centralized data,Room temperature F4.15 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F4_15_Club,room_temperature_F4_15_Club,Ruimte temperatuur F4.15 Club
280,De-centralized data,Room temperature Facility Service F3.11,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_F3_11_Facility_Service,room_temperature_F3_11_Facility_Service,Ruimte temperatuur Facilitair Servicepunt F3.11
281,De-centralized data,Room temperature G0.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G0_03,room_temperature_G0_03,Ruimte temperatuur G0.03
282,De-centralized data,Room temperature G0.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G0_05,room_temperature_G0_05,Ruimte temperatuur G0.05
283,De-centralized data,Room temperature G0.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G0_06,room_temperature_G0_06,Ruimte temperatuur G0.06
284,De-centralized data,Room temperature G0.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G0_07,room_temperature_G0_07,Ruimte temperatuur G0.07
285,De-centralized data,Room temperature G0.15 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G0_15_Club,room_temperature_G0_15_Club,Ruimte temperatuur G0.15 Club
286,De-centralized data,Room temperature G0.20 Window Zone East,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G0_20_windowzoneeast,room_temperature_G0_20_windowzoneeast,Ruimte temperatuur G0.20 Raamzone Oost
287,De-centralized data,Room temperature G1.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G1_03,room_temperature_G1_03,Ruimte temperatuur G1.03
288,De-centralized data,Room temperature G1.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G1_04,room_temperature_G1_04,Ruimte temperatuur G1.04
289,De-centralized data,Room temperature G1.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G1_05,room_temperature_G1_05,Ruimte temperatuur G1.05
290,De-centralized data,Room temperature G1.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G1_06,room_temperature_G1_06,Ruimte temperatuur G1.06
291,De-centralized data,Room temperature G1.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G1_07,room_temperature_G1_07,Ruimte temperatuur G1.07
292,De-centralized data,Room temperature G1.20 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G1_20_Club,room_temperature_G1_20_Club,Ruimte temperatuur G1.20 Club
293,De-centralized data,Room temperature G1.20 fly zone East,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G1_20_fly_zone_East,room_temperature_G1_20_fly_zone_East,Ruimte temperatuur G1.20 Raamzone Oost
294,De-centralized data,Room temperature G2.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G2_03,room_temperature_G2_03,Ruimte temperatuur G2.03
295,De-centralized data,Room temperature G2.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G2_04,room_temperature_G2_04,Ruimte temperatuur G2.04
296,De-centralized data,Room temperature G2.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G2_05,room_temperature_G2_05,Ruimte temperatuur G2.05
297,De-centralized data,Room temperature G2.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G2_06,room_temperature_G2_06,Ruimte temperatuur G2.06
298,De-centralized data,Room temperature G2.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G2_07,room_temperature_G2_07,Ruimte temperatuur G2.07
299,De-centralized data,Room temperature G2.15 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G2_15_Club,room_temperature_G2_15_Club,Ruimte temperatuur G2.15 Club
300,De-centralized data,Room temperature G2.20 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G2_20_Club,room_temperature_G2_20_Club,Ruimte temperatuur G2.20 Club
301,De-centralized data,Room temperature G2.20 Window Zone East,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G2_20_windowzoneeast,room_temperature_G2_20_windowzoneeast,Ruimte temperatuur G2.20 Raamzone Oost
302,De-centralized data,Room temperature G3.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G3_03,room_temperature_G3_03,Ruimte temperatuur G3.03
303,De-centralized data,Room temperature G3.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G3_04,room_temperature_G3_04,Ruimte temperatuur G3.04
304,De-centralized data,Room temperature G3.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G3_05,room_temperature_G3_05,Ruimte temperatuur G3.05
305,De-centralized data,Room temperature G3.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G3_06,room_temperature_G3_06,Ruimte temperatuur G3.06
306,De-centralized data,Room temperature G3.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G3_07,room_temperature_G3_07,Ruimte temperatuur G3.07
307,De-centralized data,Room temperature G3.20 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G3_20_Club,room_temperature_G3_20_Club,Ruimte temperatuur G3.20 Club
308,De-centralized data,Room temperature G3.20 Window Zone East,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G3_20_windowzoneeast,room_temperature_G3_20_windowzoneeast,Ruimte temperatuur G3.20 Raamzone Oost
309,De-centralized data,Room temperature G4.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G4_03,room_temperature_G4_03,Ruimte temperatuur G4.03
310,De-centralized data,Room temperature G4.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G4_04,room_temperature_G4_04,Ruimte temperatuur G4.04
311,De-centralized data,Room temperature G4.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G4_05,room_temperature_G4_05,Ruimte temperatuur G4.05
312,De-centralized data,Room temperature G4.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G4_06,room_temperature_G4_06,Ruimte temperatuur G4.06
313,De-centralized data,Room temperature G4.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G4_07,room_temperature_G4_07,Ruimte temperatuur G4.07
314,De-centralized data,Room temperature G4.20 Club,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G4_20_Club,room_temperature_G4_20_Club,Ruimte temperatuur G4.20 Club
315,De-centralized data,Room temperature G4.20 Window Zone East,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_G4_20_windowzoneeast,room_temperature_G4_20_windowzoneeast,Ruimte temperatuur G4.20 Raamzone Oost
316,De-centralized data,Room temperature H0.02,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H0_02,room_temperature_H0_02,Ruimte temperatuur H0.02
317,De-centralized data,Room temperature H0.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H0_03,room_temperature_H0_03,Ruimte temperatuur H0.03
318,De-centralized data,Room temperature H0.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H0_04,room_temperature_H0_04,Ruimte temperatuur H0.04
319,De-centralized data,Room temperature H0.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H0_05,room_temperature_H0_05,Ruimte temperatuur H0.05
320,De-centralized data,Room temperature H0.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H0_06,room_temperature_H0_06,Ruimte temperatuur H0.06
321,De-centralized data,Room temperature H0.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H0_07,room_temperature_H0_07,Ruimte temperatuur H0.07
322,De-centralized data,Room temperature H0.10 Window Zone West,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H0_10_windowzonewest,room_temperature_H0_10_windowzonewest,Ruimte temperatuur H0.10 Raamzone West
323,De-centralized data,Room temperature meeting room H0.12,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H0_12_meetingroom,room_temperature_H0_12_meetingroom,Ruimte temperatuur H0.12 Spreekkamer
324,De-centralized data,Room temperature meeting room H0.13,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H0_13_meetingroom,room_temperature_H0_13_meetingroom,Ruimte temperatuur H0.13 Spreekkamer
325,De-centralized data,Room temperature meeting room H0.15,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H0_15_meetingroom,room_temperature_H0_15_meetingroom,Ruimte temperatuur H0.15 Spreekkamer
326,De-centralized data,Room temperature H1.02,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H1_02,room_temperature_H1_02,Ruimte temperatuur H1.02
327,De-centralized data,Room temperature H1.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H1_03,room_temperature_H1_03,Ruimte temperatuur H1.03
328,De-centralized data,Room temperature H1.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H1_04,room_temperature_H1_04,Ruimte temperatuur H1.04
329,De-centralized data,Room temperature H1.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H1_05,room_temperature_H1_05,Ruimte temperatuur H1.05
330,De-centralized data,Room temperature H1.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H1_06,room_temperature_H1_06,Ruimte temperatuur H1.06
331,De-centralized data,Room temperature H1.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H1_07,room_temperature_H1_07,Ruimte temperatuur H1.07
332,De-centralized data,Room temperature meeting room H1.12,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H1_12_meetingroom,room_temperature_H1_12_meetingroom,Ruimte temperatuur H1.12 Spreekkamer
333,De-centralized data,Room temperature meeting room H1.13,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H1_13_meetingroom,room_temperature_H1_13_meetingroom,Ruimte temperatuur H1.13 Spreekkamer
334,De-centralized data,Room temperature meeting room H1.14,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H1_14_meetingroom,room_temperature_H1_14_meetingroom,Ruimte temperatuur H1.14 Spreekkamer
335,De-centralized data,Room temperature meeting room H1.15,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H1_15_meetingroom,room_temperature_H1_15_meetingroom,Ruimte temperatuur H1.15 Spreekkamer
336,De-centralized data,Room temperature H2.02,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H2_02,room_temperature_H2_02,Ruimte temperatuur H2.02
337,De-centralized data,Room temperature H2.03,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H2_03,room_temperature_H2_03,Ruimte temperatuur H2.03
338,De-centralized data,Room temperature H2.04,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H2_04,room_temperature_H2_04,Ruimte temperatuur H2.04
339,De-centralized data,Room temperature H2.05,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H2_05,room_temperature_H2_05,Ruimte temperatuur H2.05
340,De-centralized data,Room temperature H2.06,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H2_06,room_temperature_H2_06,Ruimte temperatuur H2.06
341,De-centralized data,Room temperature H2.07,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H2_07,room_temperature_H2_07,Ruimte temperatuur H2.07
342,De-centralized data,Room temperature H2.11 Window Zone West,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H2_11_windowzonewest,room_temperature_H2_11_windowzonewest,Ruimte temperatuur H2.11 Raamzone West
343,De-centralized data,Room temperature meeting room H3.12,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H3_12_meetingroom,room_temperature_H3_12_meetingroom,Ruimte temperatuur H2.12 Spreekkamer
344,De-centralized data,Room temperature meeting room H3.13,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H3_13_meetingroom,room_temperature_H3_13_meetingroom,Ruimte temperatuur H2.13 Spreekkamer
345,De-centralized data,Room temperature meeting room H3.14,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H3_14_meetingroom,room_temperature_H3_14_meetingroom,Ruimte temperatuur H2.14 Spreekkamer
346,De-centralized data,Room temperature meeting room H3.15,C,Zaanstad - Town hall,zaanstad_townhall_bms__room_temperature_H3_15_meetingroom,room_temperature_H3_15_meetingroom,Ruimte temperatuur H2.15 Spreekkamer
